name_ar,name_en,sector,region,classification,matched_pattern,confidence,website
شركة أميانتيت العربية السعودية,Amiantit,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://www.amiantit.com
البابطين للطاقة والاتصالات,Al-Babtain Power & Telecom,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.albabtain.com.sa
شركة تكوين المتطورة للصناعات,Takween,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://www.takweenai.com
الشركة السعودية لصناعة الورق,Saudi Paper,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://www.saudipaper.com
صندوق التنمية الصناعية السعودي,SIDF,الخدمات المالية,منطقة الرياض,government,gov:صندوق التنمية الصناعية,high,https://www.sidf.gov.sa
شركة تطوير التعليم القابضة,Tatweer Education Holding,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://tatweer.sa
شركة عطاء التعليمية,Ataa Educational Company,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://ataa.sa
الشركة الوطنية للتربية والتعليم,NCLE,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://ncle.com.sa
شركة الخليج للتدريب والتعليم,Alkhaleej Training and Education,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://www.alkhaleej.com.sa
شركة معارف للتعليم والتدريب,Ma'arif for Education and Training,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://www.maarif.com.sa
مؤسسة محمد بن سلمان - مسك,Misk Foundation,التقنية والاقتصاد الرقمي,منطقة الرياض,semi_government,semi:مسك,high,https://misk.org.sa
أكاديمية طويق,Tuwaiq Academy,التعليم وتنمية رأس المال البشري,منطقة الرياض,semi_government,semi:أكاديمية طويق,high,https://tuwaiq.edu.sa
الأكاديمية السعودية الرقمية,Saudi Digital Academy - SDA,التقنية والاقتصاد الرقمي,منطقة الرياض,government,gov:الأكاديمية السعودية الرقمية,high,https://sda.edu.sa
الأكاديمية المالية,The Financial Academy,الخدمات المالية,منطقة الرياض,private,default,low,https://fa.gov.sa
المركز الوطني للتعليم الإلكتروني,NELC,التعليم وتنمية رأس المال البشري,منطقة الرياض,government,gov:المركز الوطني,high,https://nelc.gov.sa
مؤسسة الملك عبدالعزيز ورجاله للموهبة والإبداع - موهبة,Mawhiba,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://www.mawhiba.org
صندوق تنمية الموارد البشرية - هدف,HRDF,التعليم وتنمية رأس المال البشري,منطقة الرياض,government,gov:صندوق تنمية الموارد البشرية,high,https://www.hrdf.org.sa
معهد الإدارة العامة,Institute of Public Administration - IPA,التعليم وتنمية رأس المال البشري,منطقة الرياض,government,gov:معهد الإدارة العامة,high,https://www.ipa.edu.sa
المعهد الوطني للتدريب الصناعي,NITI,التعليم وتنمية رأس المال البشري,المنطقة الشرقية,private,default,low,https://www.niti.edu.sa
مدارس مسك,Misk Schools,التقنية والاقتصاد الرقمي,منطقة الرياض,semi_government,semi:مسك,high,https://www.miskschools.edu.sa
أرامكو السعودية,Saudi Aramco,النفط والغاز والبتروكيماويات,المنطقة الشرقية,semi_government,semi:أرامكو,high,https://www.aramco.com
الشركة السعودية للصناعات الأساسية - سابك,SABIC,النفط والغاز والبتروكيماويات,منطقة الرياض,semi_government,semi:سابك,high,https://www.sabic.com
شركة التصنيع الوطنية - تصنيع,Tasnee,النفط والغاز والبتروكيماويات,منطقة الرياض,private,default,low,https://www.tasnee.com
شركة الصحراء العالمية للبتروكيماويات - سبكيم,Sipchem,النفط والغاز والبتروكيماويات,منطقة الرياض,private,default,low,https://www.sipchem.com
الشركة المتقدمة للبتروكيماويات,Advanced Petrochemical,الدفاع والطيران والفضاء,المنطقة الشرقية,private,default,low,https://advancedpetrochem.com
شركة صدارة للكيميائيات,Sadara Chemical Company,الدفاع والطيران والفضاء,المنطقة الشرقية,private,default,low,https://www.sadara.com
شركة رابغ للتكرير والبتروكيماويات - بترورابغ,Petro Rabigh,النفط والغاز والبتروكيماويات,منطقة مكة المكرمة,private,default,low,https://www.petrorabigh.com
أرامكو توتال للتكرير والبتروكيماويات - ساتورب,SATORP,النفط والغاز والبتروكيماويات,المنطقة الشرقية,semi_government,semi:أرامكو,high,https://www.satorp.com
شركة ينبع أرامكو سينوبك للتكرير - ياسرف,YASREF,النفط والغاز والبتروكيماويات,منطقة المدينة المنورة,semi_government,semi:أرامكو,high,https://www.yasref.com
شركة مصفاة أرامكو السعودية موبيل - سامرف,SAMREF,النفط والغاز والبتروكيماويات,منطقة المدينة المنورة,semi_government,semi:أرامكو,high,https://www.samref.com.sa
أرامكو السعودية لزيوت الأساس - لوبريف,Luberef,النفط والغاز والبتروكيماويات,منطقة مكة المكرمة,semi_government,semi:أرامكو,high,https://www.luberef.com
شركة نماء للكيماويات,Nama Chemicals,الدفاع والطيران والفضاء,المنطقة الشرقية,private,default,low,https://www.namachemicals.com
شركة الميثانول الكيميائية - كيمانول,Chemanol,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.chemanol.com
شركة ينبع الوطنية للبتروكيماويات - ينساب,Yansab,النفط والغاز والبتروكيماويات,منطقة المدينة المنورة,private,default,low,https://www.yansab.com.sa
ماكنزي آند كومباني,McKinsey & Company,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.mckinsey.com
مجموعة بوسطن الاستشارية,Boston Consulting Group - BCG,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.bcg.com
بين آند كومباني,Bain & Company,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.bain.com
برايس ووترهاوس كوبرز الشرق الأوسط,PwC Middle East,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.pwc.com/m1
ديلويت,Deloitte,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.deloitte.com
إرنست ويونغ,EY,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.ey.com/en_sa
كيه بي إم جي,KPMG Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://kpmg.com/sa
استراتيجي آند,Strategy& - Part of PwC network,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.strategyand.pwc.com/me
